timestamp,game,24h,week,month,rtp
2025-08-12 18:55:45.419000+00:00,5 Lions Megaways,66.17,87.62,92.74,96.5
2025-08-12 19:07:32.231000+00:00,5 Lions Megaways,66.17,87.62,92.75,96.5
2025-08-12 19:14:32.913000+00:00,5 Lions Megaways,66.17,87.62,92.75,96.5
2025-08-12 19:34:17.961000+00:00,5 Lions Megaways,66.17,87.62,92.75,96.5
2025-08-12 19:52:32.683000+00:00,5 Lions Megaways,66.17,87.62,92.75,96.5
