timestamp,game,24h,week,month,rtp
2025-08-12 19:00:10.464000+00:00,Gems Bonanza,107.34,89.62,96.44,96.51
2025-08-12 19:16:10.217000+00:00,Gems Bonanza,82.45,89.62,96.44,96.51
2025-08-12 19:30:03.394000+00:00,Gems Bonanza,82.45,89.62,96.44,96.51
2025-08-12 19:40:23.679000+00:00,Gems Bonanza,82.45,89.62,96.44,96.51
2025-08-12 19:59:10.746000+00:00,Gems Bonanza,82.45,89.62,96.44,96.51
