timestamp,game,24h,week,month,rtp
2025-08-12 18:59:06.639000+00:00,Bigger Bass Splash,53.02,101.19,91.37,96.5
2025-08-12 19:18:58.430000+00:00,Bigger Bass Splash,53.02,100.7,91.37,96.5
2025-08-12 19:35:13.497000+00:00,Bigger Bass Splash,53.02,100.7,91.37,96.5
2025-08-12 19:43:18.327000+00:00,Bigger Bass Splash,53.02,100.7,91.37,96.5
2025-08-12 19:55:48.851000+00:00,Bigger Bass Splash,53.02,100.7,91.37,96.5
