timestamp,rtp,24h,week,month
2025-08-12 18:53:36.305000+00:00,96.02,24.0,104.4,89.19
2025-08-12 19:05:41.991000+00:00,96.02,24.0,104.4,89.21
2025-08-12 19:21:12.375000+00:00,96.02,24.0,104.4,89.21
2025-08-12 19:37:12.319000+00:00,96.02,24.0,104.4,89.21
2025-08-12 19:51:04.896000+00:00,96.02,24.0,104.4,89.21
