timestamp,rtp,24h,week,month
2025-08-12 18:57:02.513000+00:00,96.07,24.0,86.41,86.36
2025-08-12 19:03:19.149000+00:00,96.07,24.0,86.52,86.35
2025-08-12 19:17:06.042000+00:00,96.07,24.0,86.52,86.35
2025-08-12 19:29:04.672000+00:00,96.07,24.0,86.52,86.35
2025-08-12 19:42:29.651000+00:00,96.07,24.0,86.73,86.41
2025-08-12 19:58:16.790000+00:00,96.07,24.0,86.65,86.39
