timestamp,rtp,24h,week,month
2025-08-12 19:14:00.292000+00:00,96.2,24.0,79.31,91.54
2025-08-12 19:19:51.596000+00:00,96.2,24.0,79.31,91.54
2025-08-12 19:36:24.052000+00:00,96.2,24.0,79.31,91.54
2025-08-12 19:49:01.456000+00:00,96.2,24.0,79.31,91.54
2025-08-12 19:59:56.101000+00:00,96.2,24.0,79.31,91.54
