timestamp,game,24H,Week,Month,RTP
2025-08-11 16:00:53.372000+00:00,Big Bass - Keeping it Reel,24.0,83.76,81.43,96.07
2025-08-11 15:59:00.064000+00:00,The Dog House Megaways,24.0,106.74,101.81,96.55
2025-08-11 15:56:56.815000+00:00,Sweet Bonanza 1000,24.0,82.6,95.76,96.53
2025-08-11 15:53:00.688000+00:00,Juicy Fruits Multihold,24.0,73.05,98.36,96.04
